Date	Workout
20031222	Rest Day
20031221	7 rounds for time of:  Sumo deadlift high-pull 12 reps 12 Ring dips
20031220	7 rounds for time of: Push-jerk 10 reps 10 Pull-ups
20031219	7 rounds for time of: Hang squat clean 15 reps 15 Push-ups
20031218	Rest Day
20031217	DanFour rounds for time of:  Overhead squat 21 reps Run 400 meters
20031216	Practice backwards roll to support on rings.
20031215	21-15 and then 9 reps of:  Deadlift Handstand Push-up
20031214	Rest Day
20031213	Two rounds for score of: Tabata Squats  Muscle-up for four minutes Rest
20031212	Give 60 minutes to practicing handstands, walking on hands, pressing to handstand, etc.
20031211	For Time: 30 reps Clean & Jerk
20031210	Rest Day
20031209	
20031208	
20031207	
20031206	Rest Day
20031205	"""Elizabeth""21-15-and 9 reps of: Clean 135 pounds Ring Dips"
20031204	Run 5K
20031203	"""Chelsea"""
20031202	Rest Day
20031201	For time: 25 Kettlebell swings Run 200 meters 25 straight-arm pulls to inverted hang Run 200 meters 20 Kettlebell swings Run 200 meters 20 straight-arm pulls to inverted hang Run 200 meters 15 Kettlebell swings Run 200 meters 15 straight-arm pulls to inverted hang Run 200 meters 10 Kettlebell swings Run 200 meters 10 straight-arm pulls to inverted hang
20040131	Rest DayEnlarge image
20040130	Five rounds for time of:  Run 400 meters 21 Sit-ups 21 Back/hip extensions
20040129	Five rounds for time of:  20 Pull-ups 30 Push-ups
20040128	Five rounds for time of: Run 400 meters 95 pound hang squat clean 15 reps
20040127	Rest Day
20040126	For twenty minutes: Run 400 meters 35-pound dumbbell thruster, 21 reps
20040125	For twenty minutes:  30-foot rope climb 25 push-ups
20040229	How many rounds can you complete in 20 minutes of: 95 lb Push Jerk x 15 reps 30 Air squats
20040228	Rest Day
20040227	Back squats 5-3-3-2-2-2-1-1-1-1 reps
20040226	Tabata push-up Run 800 meters Tabata sit-ups Run 800 meters Tabata jumping pull-ups Run 800 metersRest 60 seconds after each Tabata effort and after each run effort. The Tabata interval is 8 intervals of 20 seconds work and 10 seconds rest. It is scored by the least number of reps achieved in the 8 intervals.
20040225	7 rounds of: 185 lb deadlift x 10 reps 25 double unders
20040224	Rest Day
20040223	For total time, 21-18-15-12-9-6- and then 3 rep rounds of: 95 pound hang squat clean Handstand push-ups
20040222	For total time, 21-18-15-12-9-6- and then 3 rep rounds of: 2 pood Kettlebell swing 20-pound medicine ball sit-up throw
20040221	For total time, 21-18-15-12-9-6- and then 3 rep rounds of: 95-pound barbell thruster Pull-ups
20040220	Rest Day
20040219	Dumbell Snatch  20 right, 20 left 10 right , 10 left 5 right, 5 left
20040218	Four rounds for time of: Run 400 meters  50 sit-ups
20040217	For Time: 30 reps Clean & Jerk
20040216	Rest Day
20040215	Seven rounds for time of:  5 Handstand push-ups 10 Pull-ups 20 Squats
20040214	Run or Row 5K
20040213	Five slow rounds of: Deadlift bodyweight, 15 reps Max reps pull-ups Max reps dips
20040212	Rest Day
20040211	For time:  30 Muscle-ups or 60 pull-ups and 60 dips. Dips are rock-bottom (below the nipples), and pull-ups are pulled to the sternum to approximate the muscle-up's value.
20040210	Five rounds for time: Overhead squat 65 pounds, 15 reps Row 500 meters 25 Sit-ups
20040209	For time:  Wall-ball 28-pound ball, 50 reps 30 Pull-ups Wall-ball 28-pound ball, 30 reps 20 Pull-ups Wall-ball 28-pound ball, 20 reps 15 Pull-upsOur wall-ball default value is 28 pound ball, two feet of travel calculated from an average 8 foot reach and ten foot center of target. Calculate your ball weight times reach to match 56 foot-pounds per rep.
20040208	Rest Day
20040207	Rounds at 15-13-11-9-7-5-3 and 1 reps of: Hang squat clean  Push-up
20040206	Rounds at 15-13-11-9-7-5-3 and 1 reps of:  Barbell Thruster Pull-ups
20040205	Rounds at 15-13-11-9-7-5-3 and 1 reps of: Deadlift Ring Dip
20040204	Rest Day
20040203	For total time, 30-20- and then 10 rep rounds of: 1Â½  pood Kettlebell snatch, left, then right arm Pull-ups
20040202	Four rounds for time of: Run 400 meters 50 Squats
20040201	7 rounds, for total reps, with 60 second at each exercise: 95-pound Thruster Pull-ups
20040331	Rest Day
20040330	21-15- and 9 rep rounds for time of:  Pull-ups Bench press
20040329	21-15- and 9 rep rounds for time of:  Handstand push-ups Deadlift
20040328	
20040327	Rest Day
20040326	
20040325	
20040324	20 seconds of work followed by a 10 second transition to the next exercise for 7 rounds or 21 intervals of:  Squat Sit-up Back Extension
20040430	20 rounds of: 5 pull-ups 10 push-ups 15 air squats
20040429	"""Diane""21-15- and 9 rep rounds for time of:  Deadlift 225 Handstand push-upsCan you beat Matt Mast's time at 3:34? Compare your time to September 19, 2003."
20040428	Rest Day
20040427	Run 1600 meters 50 sit-ups 50 back extensions Run 800 meters 25 sit-ups 25 back extensions Run 400 meters 15 sit-ups 15 back extensions
20040426	5 rounds for time of: 5 muscle-ups 10 overhead squats
20040425	5 minutes of double unders 5 minutes of 95 lb clean and push jerk 3 minutes of double unders 3 mintutes of 95 lb clean and push jerk 1 minute of double unders 1 minute of 95 lb clean and push jerk
20040424	Rest Day
20040423	Complete 5 rounds for time: Run 400 meters 50 Squats
20040422	Five rounds for max reps of: Body weight bench press Pull-ups
20040421	Perform rounds of 21-18-15-12-9-6- and then 3 reps of:  Toes through rings Wall Ball Reverse hip extension Burpees Toes through rings: Hang from rings, and with straight arms and legs, lift feet up and then through the rings. Reverse hip extension: place your trunk face down on a level surface that is high enough to let your legs hang down freely from where you repeatedly raise the legs to parallel and hold briefly.
20040420	Rest Day
20040419	Five rounds of: Push-jerk 10 reps Knees to elbows 20 reps
20040418	How many rounds in 20 minutes of: Deadlift 1.5 x bodyweight x 7 reps Pull-ups x 7 reps
20040417	Rounds at 15-13-11-9-7-5-3 and 1 reps for time of: Handstand push-ups Ring dips
20040416	Rest Day
20040415	Run or row 10K
20040414	"""Helen""Three rounds for time: Run 400 meters 1Â½ pood Kettlebell X 21 swings (or 55 pound dumbbell swing) 12 Pull-ups"
20040413	Front Squat 3-2-2-2-1-1-1-1-1 reps
20040412	Rest Day
20040411	Seven rounds: Good Mornings, 65 pounds, 21 reps L-Sit 60 seconds
20040410	Seven rounds for max reps total: Bench press, body weight Pull-ups
20040409	For time: Run 1,200 meters (3 laps at track) Hang squat clean 95 pounds, 21 reps Run 800 meters (2 laps) Hang squat clean, 95 pounds, 15 reps Run 400 meters (1 lap) Hang squat clean 95 pounds, 9 reps
20040408	Rest Day
20040407	21-15- and 9 rep rounds for time of: Deadlift  1.5 x bodyweight Ring dips
20040406	Five rounds for time: 15 ï¿½Lï¿½ Pull-ups 30 Push-ups 45 Sit-ups
20040405	Back Squat 5-5-3-3-3-2-2-2-2-1
20040404	Rest Day
20040403	For time: Dumbbell snatch 30 left, 30 right Rope-climb 5 trips Dumbbell snatch 20 left, 20 right Rope-climb 5 trips Dumbbell snatch 10 left, 10 right Rope-climb 5 trips
20040402	For time: Run 400 meters 30 sit-ups 30 back extensions Run 400 meters 25 sit-ups 25 back extensions Run 400 meters 20 sit-ups  20 back extensions
20040401	"For time:  Row 2K 50 Wall-ball shots Row 1K 35 Wall-ball shots Row 500 meters 20 Wall-ball shotsIf you don't have a rower substitute sumo-dealift high pulls (sdhp) with 45 pounds for men and 30 pounds for women. Take the bar from mid shin to under your chin - ""shin to chin."" 2K row = 200 sdhp's, 1K row = 100 sdhp's, 500 meter row = 50 sdhp'sUse 20 lb medicine ball."
20040531	Rounds of 21-18-15-12-9-6 and 3 reps of: Kettlebell swing 1 1/2 pood Medicine ball sit-up throw 20 pounds x 10 feet
20040530	Rest Day
20040529	For time: 50 Push-ups Row 1000 meters 30 Push-ups Row 1000 meters 20 Push-ups
20040528	Power clean 21 reps Run 800 meters Power clean 15 reps Run 800 meters Power clean 9 reps
20040527	5 rounds of: Wall ball 50 shots with 20 pound ball L-Pull-ups 15 reps
20040526	Rest Day
20040525	Complete as many rounds in 20 minutes as you can of:  Row 250 meters Sumo deadlift highpull 95 pounds, 21 reps Pull-ups 15 reps
20040524	Back squat 3-2-2-2-1-1-1-1-1 reps
20040523	Complete as many rounds in 20 minutes as you can of:  Handstand push-ups 5 reps Bench press 135 pounds, 10 reps Push press 95 pounds, 15 reps Dips 20 reps
20040522	Rest Day
20040521	Run 5K
20040520	6 rounds, 21-15-12-9-6- and 3 reps, for time, of: Pull-ups  Back Squat 95 pounds Shoulder press 95 pounds Sit-upThank Coach Burgener for the workout. Best known time: 8:47 by Greg Amundson.
20040519	Deadlift 3-2-2-2-1-1-1-1-1 reps
20040518	Rest Day
20040517	Complete as many rounds in 20 minutes as you can of:  5 Muscle-ups 50 Squats
20040516	5 rounds for time of: Squat snatch 65 pounds, 1 rep Overhead squat 65 pounds, 10 reps Squat snatch 65 pounds, 1 rep Overhead squat 65 pounds, 10 reps 400 meter run
20040515	For time:  200 Squats 20 Muscle-ups
20040514	Rest Day
20040513	4 rounds for time of: Walking lunge 50 meters Sit-ups, 50 reps
20040512	5 rounds of: Bench press 135 pounds, max reps Pull-up, max reps Rest 2 minutes
20040511	Complete as many rounds as you can in twenty minutes of:  Barbell Thruster 95 pounds, 15 reps Row 500 meters
20040510	Rest Day
20040509	Complete five rounds for time of: Run 400 meters Power clean 95 pounds, 21 reps 15 pull-ups
20040508	Complete as many rounds as you can in twenty minutes of:  35 Squats 25 Push-ups
20040507	Deadlift 3-3-3-3-3 reps
20040506	Rest Day
20040505	Run 5 K
20040504	Five rounds for time of:  Run 400 meters 15 Pull-ups 15 reps, 75 pound overhead squat
20040503	For seven rounds, working in intervals of 30 seconds of work followed by 10 seconds of rest, alternate between: Squats Sit-ups Push-ups
20040502	Rest Day
20040501	3 rounds for time of: Row 500 meters 21 Burpees Run 400 meters
20040630	Row 5K
20040629	How many rounds in 20 minutes of: Walking lunge 50 ft. 5 Handstand push-ups
20040628	For time: 30 Pull-ups - 60 Squats 25 Pull-ups - 50 Squats 20 Pull-ups - 40 Squats 15 Pull-ups - 30 Squats 10 Pull-ups - 20 Squats 5 Pull-ups - 10 Squats
20040627	Rest Day
20040626	"""Elizabeth""21-15-9 reps of: Clean 135 pounds Ring dips"
20040625	"""Diane""21-15-9 reps of: Deadlift 225 Handstand push-upsThis is 3 rounds; the first at 21 reps, the second at 15, and the third at 9 reps. Compare your time to August 5, 2003 when we did a ""mini-Diane"" at 15-12-9 reps. It's expected that you'll need to partition the sets, e.g., Deadlift 7-7-7 & Handstand push-up 3-3-3-3-3-3-3 as a first round. Interval management - work/rest timing to optimize time - is an essential skill. If the load is too much under any partitioning scheme, reduce it. If you need help with the handstand push-up, take it in any manner you can get it. If the handstand push-up (HSPU) is clearly beyond your current capacity, substitute a standing dumbbell shoulder press (hip and leg free). Though a less functional press, the standing shoulder press is a closer simulation to the HSPU than the more functional push-press or jerk. The point is that there's a manageable substitution for this workout for everyone that preserves both its mechanical and metabolic characteristics - this will be ""your Diane."""
20040624	"""Grace""Clean and Jerk 135 pounds, 30 reps"
20040623	Rest Day
20040622	For time:  30 Muscle-ups or 60 pull-ups and 60 dips. Dips are rock-bottom (below the nipples), and pull-ups are pulled to the sternum to approximate the muscle-up's value.
20040621	Back Squat 3-3-2-2-2-1-1-1-1-1 reps.
20040620	Row 1000 meteres Kettbell swing 50 reps, 1.5 pood 25 Sit-ups  Row 750 meters Kettlebell swing 40 reps, 1.5 pood 20 Sit-ups Row 500 meters Kettlebell swing 30 reps, 1.5 pood 15 Sit-ups
20040619	Rest Day
20040618	8 rounds of: Run 400 meters Rest 90 seconds
20040617	Snatch 3-2-2-2-1-1-1-1-1 reps
20040616	"Complete as many rounds in 20 minutes as you can of: 24"" Box jump 30 reps 30 Pull-ups 10 Ring dips"
20040615	Rest Day
20040614	Five rounds for time of: Deadlift 7 reps Ring dip 10 reps
20040613	Walking lunge 100 ft. 21 Pull-ups 21 Sit-ups Walking lunge 100 ft. 18 Pull-ups 18 Sit-ups Walking lunge 100 ft. 15 Pull-ups 15 Sit-ups Walking lunge 100 ft. 12 Pull-ups 12 Sit-ups Walking lunge 100 ft. 9 Pull-ups 9 Sit-ups Walking Lunge 100 ft. 6 Pull-ups  6 Sit-ups
20040612	Push jerk 3-2-2-2-1-1-1-1-1 reps
20040611	Rest Day
20040610	Run 5K
20040609	"""Tabata This!""Tabata Row Rest 1 minute Tabata Squat Rest 1 minute Tabata Pull-up Rest 1 minute Tabata Push-up Rest 1 minute Tabata Sit-upThe Tabata interval is 20 seconds of work followed by 10 seconds of rest for 8 intervals. Tabata score is the least number of reps performed in any of the eight intervals. Unit for the row is ""calories."""
20040608	"""Fran""Three rounds, 21-15- and 9 reps, for time of: 95-pound Thruster Pull-ups"
20040607	Rest Day
20040606	Overhead squat 3-2-2-2-1-1-1-1-1 reps
20040605	Complete as many rounds in 30 minutes as you can of: Run 400 meters 10 L-Pull-ups 15 Back Extension with 25 pound plate 20 Sit-ups with 25 pound plate
20040604	Five rounds for time of: Hang squat clean 135 pounds, 10 reps Handstand push-ups 10 reps
20040603	Rest Day
20040602	Deadlift 3-2-2-2-1-1-1-1-1 reps
20040601	10 rounds for time of: 10 Pull-ups  10 Ring dips
20040731	Squat Clean 3-3-2-2-2-1-1-1-1-1 reps
20040730	Seven rounds for time of: 5 left legged squats 5 right legged squats 10 Pull-ups 15 Push-ups 20 Sit-ups
20040729	Rest Day
20040728	Run 400 meters 50 Sit-ups Run 400 meters 40 Sit-ups Run 400 meters 30 Sit-ups Run 400 meters 20 Sit-ups Run 400 meters 10 Sit-ups
20040727	Deadlift 3-3-2-2-2-1-1-1-1-1 reps
20040726	"""Angie"" For time:  100 Pull-ups 100 Push-ups 100 Sit-ups 100 Squats"
20040725	Rest Day
20040724	For time:  20 Pull-ups 10 Handstand push-ups 18 Pull-ups 9 Handstand push-ups 16 Pull-ups 8 Handstand push-ups 14 Pull-ups 7 Handstand push-ups 12 Pull-ups 6 Handstand push-ups 10 Pull-ups 5 Handstand push-ups 8 Pull-ups 4 Handstand push-ups 6 Pull-ups 3 Handstand push-ups 4 Pull-ups 2 Handstand push-ups 2 Pull-ups 1 Handstand push-ups
20040723	For time: 100 Squats 30 Box Jumps, 20 inches 30 Kettlebell swings, 1.5-pood  30 Sit-ups 30 Power cleans, 65 pounds 30 Burpees 30 Wall-ball shots, 20 pounds at 10-foot target 800 meter run
20040722	Back Squat 3-2-2-2-1-1-1-1-1 reps
20040721	Rest Day
20040720	Complete as many rounds in 20 minutes as you can of:  5 Muscle-ups 50 Squats
20040719	Run 5K
20040718	10-9-8-7-6-5-4-3-2-1 reps of the triplet:Deadlift: 1 Â½ bodyweight Bench press: bodyweight Clean: Â¾ bodyweight
20040717	Rest Day
20040716	For time: Run 800 meters 30 Pull-ups 90 AirSquats 25 Pull-ups  75 Air Squats 20 Pull-ups 60 Air Squats 15 Pull-ups  45 Air Squats Run 800 meters
20040715	"""Gwen""Clean & Jerk 15-12-9 repsTouch and go at floor only. Even a re-grip off the floor is a foul. No dumping. Use same load for each set. Rest as needed between sets. The assigned name is new but this lady has made regular appearances (030525,030630,030801,030902 and 030922)."
20040714	"Five rounds for time of:  12 Handstand push-ups 24 ""Short-rope"" jumps"
20040713	Rest Day
20040712	For time: 21 L-pull-ups 20 One legged squats, alternating legs 18 L-pull-ups 16 One legged squats, alternating legs 15 L-pull-ups  12 One legged squats, alternating legs 12 L-pull-ups 8 One legged squats, alternating legs
20040711	5 rounds for time of: 25 hip/back extensions 25 reverse hypers 25 seconds of face-down arch rocks
20040710	Push jerk 3-2-2-2-1-1-1-1-1 reps
20040709	Rest Day
20040708	Five rounds for time:   25 knees to elbows 25 sit-ups 25 seconds L-Sit
20040707	For time: Row 1000 meters Hang squat clean 115 pounds, 21 reps 21 Ring dips Row 750 meters Hang squat clean 115 pounds, 15 reps 15 Ring dips Row 500 meters Hang squat clean 115 pounds, 9 reps 9 Ring dips
20040706	"""Fran"" Three rounds, 21-15- and 9 reps, for time of: 95-pound Thruster Pull-ups"
20040705	Rest Day
20040704	Five rounds, 50-40-30-20 and 10 reps for time of: Push-ups Sit-ups
20040703	Two rounds for score of: Tabata Squats  Muscle-up for four minutes Rest
20040702	Deadlift 3-2-2-2-1-1-1-1-1 reps
20040701	Rest Day
20040831	"""Helen""Three rounds for time: Run 400 meters 1 Â½ pood Kettlebell X 21 swings (or 55 pound dumbbell swing) 12 Pull-ups Compare to 040414 and 040108."
20040830	Rest Day
20040829	Complete as many rounds as possible in 20 minutes of: 95-pound Hang squat clean, 15 reps 12 Ring dips 21 Sit-ups
20040828	For 15 minutes:  30 seconds of pull-ups 30 seconds of rest Repeat.
20040827	7 rounds for time of:  45-pound barbell snatch, 4 reps Overhead squat, 4 reps Overhead walking lunge, 4 steps 21 Sit-ups
20040826	Rest Day
20040825	For time:  30 Handstand push-ups 40 Pull-ups 50 Kettlebell swings, 1.5 poods 60 Sit-ups 70 Burpees
20040824	Five rounds for time of:  95-pound hang squat clean, 21 reps Run 400 meters
20040823	For time:  70 Burpees  60 Sit-ups  50 Kettlebell swings, 1.5 poods 40 Pull-ups 30 Handstand push-ups
20040822	Rest Day
20040821	Complete as many rounds as possible in 20 minutes of:  Bodyweight bench press, 12 reps 10 Pull-ups
20040820	Seven slow rounds with no rest of:  95-pound stiff legged deadlift, 21 reps 25 Sit-ups
20040819	For twenty minutes:  Squat two minutes Muscle-up two minutes
20040818	Rest Day
20040817	For time:  21 Hip/Back Extensions Run 400 meters 18 Hip/Back Extensions Run 400 meters 15 Hip/Back Extensions Run 400 meters 12 Hip/Back Extensions Run 400 meters 9 Hip/Back Extensions Run 400 meters 6 Hip/Back Extensions Run 400 meters 3 Hip/Back Extensions Run 400 metersUse the snake motion depicted. No momentum.
20040816	Overhead Squat 5-5-5-5-5-5-5
20040815	"""Chelsea"""
20040814	Rest Day
20040813	Five rounds for time:  Run 400 meters 95-pound barbell thruster,  21 reps
20040812	How many rounds in 20 minutes of: L-hold 60 seconds 15 knees to elbows 15 reverse hyper extensions 15 sit-ups  15 back extensions
20040811	Clean and Jerk 1-1-1-1-1-1-1-1-1-1
20040810	Rest Day
20040809	For time: 30 Muscle-ups
20040808	"""Tabata This!""Tabata Row Rest 1 minute Tabata Squat Rest 1 minute Tabata Pull-up Rest 1 minute Tabata Push-up Rest 1 minute Tabata Sit-upThe Tabata interval is 20 seconds of work followed by 10 seconds of rest for 8 intervals. Tabata score is the least number of reps performed in any of the eight intervals. Unit for the row is ""calories""."
20040807	"""Diane""21-15-9 reps of: Deadlift 225 Handstand push-upsThis is 3 rounds; the first at 21 reps, the second at 15, and the third at 9 reps.  It's expected that you'll need to partition the sets, e.g., Deadlift 7-7-7 & Handstand push-up 3-3-3-3-3-3-3 as a first round. Interval management - work/rest timing to optimize time - is an essential skill. If the load is too much under any partitioning scheme, reduce it. If you need help with the handstand push-up, take it in any manner you can get it. If the handstand push-up (HSPU) is clearly beyond your current capacity, substitute a standing dumbbell shoulder press (hip and leg free). Though a less functional press, the standing shoulder press is a closer simulation to the HSPU than the more functional push-press or jerk. The point is that there's a manageable substitution for this workout for everyone that preserves both its mechanical and metabolic characteristics - this will be ""your Diane."""
20040806	Rest Day
20040805	How many reps in 20 minutes of: Bench press body weight Pull-ups
20040804	75 Sit-ups Squat snatch 5-5-5-5-5-5-5 reps 75 Sit-ups
20040803	Run or Row 10K
20040802	Rest Day
20040801	Five rounds for time of:  7 Muscle-ups 10 Handstand push-ups
20040930	"""Barbara""Five rounds, each for time of: 20 Pull-ups 30 Push-ups 40 Sit-ups 50 Squats"
20040929	Hang power clean 3-2-2-2-1-1-1-1-1
20040928	For time: Row 1000 meters 95 pound barbell Thruster, 21 reps 21 Pull-ups Row 750 meters 95 pound barbell Thruster, 15 reps 15 Pull-ups Row500 meters 95 pound barbell Thruster, 9 reps 9 Pull-upsIf you do not have a rower, replace row efforts with a 1 mile run, 800 meter run and a 400 meter run.
20040927	Rest Day
20040926	Run 10K
20040925	For time: Run 800 meters Rope climb 30 feet Dumbbell Snatch balance 30 reps Lunge 30 steps 30 Pull-ups Dumbell Swing 30 reps 24 inch Box jump 30 reps Rope climb 30 feet  Dumbell Push press 30 reps Run 800 metersThere are three weight divisions - use 20, 30, or 40 pound dumbbells. Do not switch dumbbells for any exercise.
20040924	Deadlift 3-2-2-2-1-1-1-1-1
20040923	Rest Day Which has been the hardest CrossFit workout to date?
20040922	Five rounds for time of: Run 400 meters 21 Sit-ups 21 Back Extensions 21 Knees to elbows
20040921	"""Gwen""Clean & Jerk 15-12-9 repsTouch and go at floor only. Even a re-grip off the floor is a foul. No dumping. Use same load for each set. Rest as needed between sets."
20040920	"""Chelsea""Set up before a clock, and every minute on the minute perform 5 pull-ups, 10 push-ups, and 15 squats. Can you continue for thirty minutes? Twenty minutes? How about 10?"
20040919	Rest DayHow far can $1000 be stretched towards a home gym?
20041920	Chelsea
20040918	Front Squat with 5 second hold at bottom: 3-3-3-3-3-3-3 reps.
20040917	Three rounds for time of: 40 pound one armed Dumbell Snatch, alternating left and right, for 30 reps 30 Pull-ups
20040916	"""Diane""21-15-9 reps of: Deadlift 225 Handstand push-upsThis is 3 rounds; the first at 21 reps, the second at 15, and the third at 9 reps.  It's expected that you'll need to partition the sets, e.g., Deadlift 7-7-7 & Handstand push-up 3-3-3-3-3-3-3 as a first round. Interval management - work/rest timing to optimize time - is an essential skill. If the load is too much under any partitioning scheme, reduce it. If you need help with the handstand push-up, take it in any manner you can get it. If the handstand push-up (HSPU) is clearly beyond your current capacity, substitute a standing dumbbell shoulder press (hip and leg free). Though a less functional press, the standing shoulder press is a closer simulation to the HSPU than the more functional push-press or jerk. The point is that there's a manageable substitution for this workout for everyone that preserves both its mechanical and metabolic characteristics - this will be ""your Diane."""
20040915	Rest Day
20040914	How much can you get done in 20 minutes? 135 pound bench press Rope climb
20040913	In 20 minutes how many seconds of L-sit time can you total?
20040912	Working one minute and then resting one minute, for 20 minutes, how many reps of 95 pound Clean and Jerk can you total?
20040911	Rest Day
20040910	Repeat 5 rounds for time of:  10 Dumbbell squat cleans (taken from ground each rep) 10 Dumbbell overhead lunges (alternating: left & right legs) 10 Dumbbell thrusters
20040909	For as long as you can continue, up to 30 minutes: 1 Muscle-up every 15 seconds OR 10 Pull-ups and 10 dips every minute
20040908	For time: 25 Burpees with 30-pound dumbbells, 25 L Pull-ups 20 Burpees with 30-pound dumbbells, 25 L Pull-ups 15 Burpees with 30-pound dumbbells, 25 L Pull-upsIn essence, this combines the burpee with the thruster.
20040907	Rest Day
20040906	Run 5K
20040905	
20040904	Three rounds for time of: Run 400 meters Clean and Jerk 135 pounds, 15 reps
20040903	Rest Day
20040902	Ten rounds for time of:  5 Handstand push-ups 10 Pull-ups
20040901	Deadlift 3-2-2-2-1-1-1-1-1
20041031	"""Grace""Clean and Jerk 135 pounds, 30 reps"
20041030	Complete as many rounds in twenty minutes as you can of: 5 Handstand push-ups 10 One legged squats, alternating legs 15 Pull-ups
20041029	Rest Day
20041028	Front Squat 1-1-1-1-1-1-1-1-1-1
20041027	6 rounds for time of: Run 400 meters 25 BurpeesSet up under a bar that is one foot above your reach for the burpees. Jump and touch the bar for each burpee rep.
20041026	For time, 21-18-15-12-9-6 and 3 rep rounds of: Walking lunge steps 95 pound Barbell thruster Pull-ups Knees to elbows
20041025	"Rest Day""It is of interest to note that throughout history, the rise and fall of nations has seemed to coincide with the rise and fall of the physical stamina of their people. Greece rose to the height of her glory (leaving her indelible mark upon the world) during that period when the physical vigor, the patriotic zeal, the independence and freedom of her people were at their height. Athletic professionalism for the few and a lack of strenuous participation among the many brought about a decline in the national physical stamina and a consequent decline in the power of Greece. The same may be said of the great Roman Empire and of Egypt. History indicates, too, that a decadent nation realizes the costly blunder it has made only after defeat at the hands of a physically superior enemy. A period of reorganization follows and attempts are made to imbue the nation with the need of physical improvement.""   - ""Gymnastics and Tumbling"", Aviation Training Division, Office of the Chief of Naval Operations, US Navy, 1944."
20041024	Barbell snatch, 95 pounds, 15 reps, 5 sets.
20041023	Run 5K
20041022	Tabata Sumo deadlift high pull, 45 pound barbell Rest 1 minute Tabata Squat Rest 1 minute Tabata Pull-up Rest 1 minute Tabata Push-up Rest 1 minute Tabata Sit-upThe Tabata interval is 20 seconds of work followed by 10 seconds of rest for 8 intervals. Tabata score is the least number of reps performed in any of the eight intervals.
20041021	Rest DayHow might intense workouts train for physical courage?
20041020	Five rounds for time of: Turkish Get-up, 45 pound barbell, 21 reps Run 400 meters
20041019	
20041018	Thruster 3-2-2-2-1-1-1-1-1 reps
20041017	Rest Day
20041016	Deadlift 3-2-2-2-1-1-1-1-1 reps
20041015	For time: Row 500 meters 20 inch Box jump, 50 reps Push-ups, 50 reps Sit-ups, 50 reps Jumping pull-ups, 50 reps 50 Back extension Dips, 50 reps 1.5 pood Turkish Get-up, 20 reps, alternating arms
20041014	For time: 75 pound Thruster, 21 reps 3 Pull-ups 75 pound Thruster, 3 reps 21 Pull-ups 75 pound Thruster, 18 reps 6 Pull-ups 75 pound Thruster, 6 reps 18 Pull-ups 75 pound Thruster, 15 reps 9 Pull-ups 75 pound Thruster, 9 reps 15 Pull-ups 75 pound Thruster, 12 reps 12 Pull-ups
20041013	Rest Day How long can you Double-under?
20041012	For time: Run 800 meters 7 rounds of the couplet: 135 pound Push jerk, 7 reps, and 15 Pull-ups Run 800 meters
20041011	For time: Run 800 meters Deadlift 75 pounds, 30 reps Run 800 meters Hang squat clean 75 pounds, 30 reps Run 800 meters Front squat 75 pounds, 30 reps Run 800 meters Split jerk 75 pounds, 30 reps
20041010	For time: Run 800 meters 7 rounds of the couplet: 135 pound Hang squat clean, 7 reps, and 15 Ring dips Run 800 meters
20041009	Rest DayExcluding CrossFit, what are your favorite fitness websites?
20041008	Complete 10 rounds for time of: 10 Kettlebell snatches, 32k right arm 10 Kettlebell snatches, 32k left arm 10 Glute ham raises 10 Pull-ups 1 minute Jump rope 10 Sit ups
20041007	For time: Run 800 meters Wall-Ball, 150 shots, 20-pound ball Run 800 meters
20041006	Clean & Jerk 3-2-2-2-1-1-1-1-1 reps
20041005	"Rest DayWhy is there such bias for bike, run, swim and other ""cardio"" over more ""CrossFit like"" combinations of functional movements held at the same or higher heart rates?"
20041004	Push-jerk 3-2-2-2-1-1-1-1-1 reps
20041003	Three rounds for time of:  Deadlift 185X10 Run 400 meters 21 Pull-ups
20041002	Three rounds for time of:  Dumbbell overhead walking lunge, 100 ft.  21 Pull-upsUse 20, 30, or 40 pound dumbbells for lunges.
20041001	Rest Day
20041130	Rest Day
20041129	"""Gwen""Clean & Jerk 15-12- and 9 reps"
20041128	For time: 30 Muscle-ups
20041127	Complete as many rounds as you can in 20 minutes of: Run 400 meters Deadlift 155 pounds, 21 reps
20041126	Rest Day
20041125	Run 10 KThe steeper the better.
20041124	Overhead Squat 3-2-2-2-1-1-1-1-1 reps
20041123	3 rounds for time of: Run 100 meters 50 Squats Run 100 meters  50 Push-ups Run 100 meters 50 Sit-ups Run 100 meters 50 Back extensions
20041122	Rest Day
20041121	"""Fran"" Three rounds, 21-15- and 9 reps, for time of: 95-pound Thruster Pull-ups"
20041120	Complete as many rounds in 20 minutes as you can of: Squat Clean 3/4 bodyweight, 15 reps 25 Double unders
20041119	For time: 10 Handstand pushups/ 20 pull-ups 9 Handstand pushups/ 18 pull-ups 8 Handstand pushups/ 16 pull-ups 7 Handstand pushups/ 14 pull-ups 6 Handstand pushups/ 12 pull-ups 5 Handstand pushups/ 10 pull-ups 4 Handstand pushups/ 8 pull-ups 3 Handstand pushups/ 6 pull-ups 2 Handstand pushups/ 4 pull-ups  1 Handstand pushups/ 1 pull-up
20041118	Rest Day
